Office Supplies,"Fellowes Lockers, Blue",Consumer
Office Supplies,"BIC Pencil Sharpener, Fluorescent",Consumer
Office Supplies,"Stockwell Rubber Bands, 12 Pack",Consumer
Office Supplies,"Harbour Creations Legal Exhibit Labels, Adjustable",Consumer
Office Supplies,"Cardinal Index Tab, Economy",Corporate
Office Supplies,"Fiskars Ruler, Easy Grip",Corporate
Office Supplies,"Harbour Creations Round Labels, Laser Printer Compatible",Corporate
Office Supplies,"Fellowes Lockers, Wire Frame",Corporate
Office Supplies,"Eldon File Cart, Single Width",Home Office
Office Supplies,"Fiskars Shears, Steel",Home Office
Office Supplies,Acco Economy Flexible Poly Round Ring Binder,Home Office
Office Supplies,"Accos Staples, 12 Pack",Consumer
Office Supplies,"Stiletto Shears, Steel",Corporate
Office Supplies,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Consumer
Office Supplies,"GlobeWeis Peel and Seal, with clear poly window",Consumer
Office Supplies,"Eldon Shelving, Wire Frame",Consumer
Office Supplies,"Hamilton Beach Microwave, White",Corporate
Office Supplies,"Boston Markers, Water Color",Corporate
Office Supplies,"Ibico Binder Covers, Clear",Corporate
Office Supplies,"Jiffy Peel and Seal, with clear poly window",Corporate
Office Supplies,"Smead Box, Single Width",Corporate
Office Supplies,Xerox 1959,Corporate
Office Supplies,"Sanford Pens, Fluorescent",Corporate
Office Supplies,BIC Brite Liner Highlighters,Corporate
Office Supplies,"Avery Index Tab, Clear",Consumer
Office Supplies,"Hon Legal Exhibit Labels, Adjustable",Consumer
Office Supplies,"Ames Manila Envelope, Security-Tint",Consumer
Office Supplies,"Xerox Note Cards, Premium",Consumer
Office Supplies,"Hoover Blender, White",Home Office
Office Supplies,"Acco Binding Machine, Clear",Home Office
Office Supplies,"Wilson Jones Index Tab, Clear",Home Office
Office Supplies,"Hamilton Beach Stove, White",Consumer
Office Supplies,"BIC Canvas, Water Color",Consumer
Office Supplies,"Boston Sketch Pad, Easy-Erase",Consumer
Office Supplies,"Sanford Markers, Fluorescent",Consumer
Office Supplies,"Acco 3-Hole Punch, Recycled",Consumer
Office Supplies,"Avery Binder, Durable",Consumer
Office Supplies,"Fellowes File Cart, Blue",Consumer
Office Supplies,"Avery File Folder Labels, Alphabetical",Consumer
Office Supplies,"Hoover Microwave, White",Consumer
Office Supplies,"Cardinal Binding Machine, Economy",Consumer
Office Supplies,"Xerox Cards & Envelopes, Multicolor",Consumer
Office Supplies,"Eldon Trays, Wire Frame",Consumer
Office Supplies,"Kleencut Box Cutter, Steel",Consumer
Office Supplies,"Jiffy Clasp Envelope, Set of 50",Consumer
Office Supplies,"Hoover Stove, Red",Corporate
Office Supplies,"Hoover Refrigerator, White",Corporate
Office Supplies,"Sanford Canvas, Blue",Corporate
Office Supplies,"Ames Manila Envelope, Set of 50",Corporate
Office Supplies,"Rogers File Cart, Single Width",Corporate
Office Supplies,"Eldon Box, Blue",Corporate
Office Supplies,"BIC Pens, Fluorescent",Corporate
Office Supplies,"Sanford Highlighters, Blue",Corporate
Office Supplies,Avery Reinforcements for Hole-Punch Pages,Corporate
Office Supplies,"Kraft Interoffice Envelope, Security-Tint",Corporate
Office Supplies,"Stockwell Paper Clips, Bulk Pack",Corporate
Office Supplies,Xerox 1953,Consumer
Office Supplies,Eldon Mobile Mega Data Cart Mega Stackable Add-On Trays,Consumer
Office Supplies,"Hoover Refrigerator, Silver",Consumer
Office Supplies,"Ames Manila Envelope, Security-Tint",Consumer
Office Supplies,"Stockwell Staples, Metal",Consumer
Office Supplies,"Breville Coffee Grinder, Black",Consumer
Office Supplies,"GlobeWeis Peel and Seal, Recycled",Consumer
Office Supplies,"Kraft Clasp Envelope, with clear poly window",Consumer
Office Supplies,"Acme Trimmer, Serrated",Consumer
Office Supplies,"Jiffy Manila Envelope, with clear poly window",Consumer
Office Supplies,"Kraft Peel and Seal, with clear poly window",Consumer
Office Supplies,"Avery File Folder Labels, Adjustable",Consumer
Office Supplies,"Smead File Cart, Single Width",Consumer
Office Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Consumer
Office Supplies,"Acco Binder Covers, Economy",Corporate
Office Supplies,"Fellowes Shelving, Industrial",Corporate
Office Supplies,Computer Printout Index Tabs,Corporate
Office Supplies,"Acco Binder, Clear",Corporate
Office Supplies,"Enermax Memo Slips, 8.5 x 11",Corporate
Office Supplies,"Wilson Jones 3-Hole Punch, Durable",Corporate
Office Supplies,"GlobeWeis Peel and Seal, Security-Tint",Corporate
Office Supplies,"Eldon Trays, Wire Frame",Corporate
Office Supplies,"Tenex Box, Industrial",Corporate
Office Supplies,"Stanley Canvas, Blue",Home Office
Office Supplies,"Avery 3-Hole Punch, Economy",Home Office
Office Supplies,"OIC Thumb Tacks, Metal",Home Office
Office Supplies,"Smead Box, Blue",Home Office
Office Supplies,"SanDisk Parchment Paper, Multicolor",Consumer
Office Supplies,Adjustable Depth Letter/Legal Cart,Corporate
Office Supplies,"Binney & Smith Highlighters, Blue",Corporate
Office Supplies,"Kraft Manila Envelope, Set of 50",Corporate
Office Supplies,"Tenex Shelving, Single Width",Corporate
Office Supplies,"Stanley Pens, Easy-Erase",Corporate
Office Supplies,Staples,Home Office
Office Supplies,Wilson Jones Impact Binders,Home Office
Office Supplies,"KitchenAid Blender, Black",Consumer
Office Supplies,"Cardinal Binding Machine, Recycled",Consumer
Office Supplies,"Cameo Manila Envelope, with clear poly window",Consumer
Office Supplies,"Jiffy Interoffice Envelope, with clear poly window",Consumer
Office Supplies,"Kraft Interoffice Envelope, Security-Tint",Consumer
Office Supplies,"Fellowes Lockers, Wire Frame",Consumer
Office Supplies,"Rogers Trays, Single Width",Consumer
Office Supplies,"Tenex Shelving, Industrial",Consumer
Office Supplies,"Kraft Mailers, with clear poly window",Corporate
Office Supplies,"Boston Pens, Fluorescent",Home Office
Office Supplies,"Tenex Trays, Blue",Home Office
Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,Home Office
Office Supplies,"Eldon Folders, Wire Frame",Consumer
Office Supplies,Storex Dura Pro Binders,Consumer
Office Supplies,OIC Bulk Pack Metal Binder Clips,Consumer
Office Supplies,Avery 473,Consumer
Office Supplies,"Wilson Jones Binder, Economy",Consumer
Office Supplies,"Jiffy Business Envelopes, Recycled",Consumer
Office Supplies,"Fellowes Shelving, Blue",Consumer
Office Supplies,"Stiletto Trimmer, Serrated",Corporate
Office Supplies,"Fellowes Lockers, Blue",Corporate
Office Supplies,"Wilson Jones Hole Reinforcements, Durable",Consumer
Office Supplies,"Accos Staples, Metal",Consumer
Office Supplies,"Stockwell Push Pins, Metal",Consumer
Office Supplies,"Sanford Sketch Pad, Blue",Consumer
Office Supplies,"Cameo Interoffice Envelope, Set of 50",Consumer
Office Supplies,"SanDisk Parchment Paper, Recycled",Consumer
Office Supplies,"Eldon Box, Single Width",Consumer
Office Supplies,"Cuisinart Blender, Silver",Consumer
Office Supplies,Ideal Clamps,Consumer
Office Supplies,"Rogers Shelving, Wire Frame",Consumer
Office Supplies,"Acco Index Tab, Economy",Consumer
Office Supplies,"Cameo Mailers, Recycled",Consumer
Office Supplies,"Green Bar Cards & Envelopes, Premium",Corporate
Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Consumer
Office Supplies,GBC ProClick Spines for 32-Hole Punch,Consumer
Office Supplies,"Sanford Canvas, Blue",Corporate
Office Supplies,"Kleencut Ruler, Easy Grip",Corporate
Office Supplies,"Enermax Note Cards, Premium",Consumer
Office Supplies,"Fellowes Box, Single Width",Consumer
Office Supplies,"Advantus Clamps, Assorted Sizes",Consumer
Office Supplies,"Elite Shears, Easy Grip",Consumer
Office Supplies,"Binney & Smith Sketch Pad, Blue",Consumer
Office Supplies,"Wilson Jones Binder Covers, Recycled",Consumer
Office Supplies,"Avery Legal Exhibit Labels, Alphabetical",Consumer
Office Supplies,"Fellowes Box, Single Width",Consumer
Office Supplies,"Elite Letter Opener, Easy Grip",Consumer
Office Supplies,Acco Glide Clips,Consumer
Office Supplies,"Acco 3-Hole Punch, Durable",Corporate
Office Supplies,"Accos Paper Clips, Assorted Sizes",Corporate
Office Supplies,"Sanford Canvas, Fluorescent",Consumer
Office Supplies,"Ibico Hole Reinforcements, Recycled",Consumer
Office Supplies,"Binney & Smith Pens, Easy-Erase",Consumer
Office Supplies,"Ibico Binder Covers, Recycled",Consumer
Office Supplies,"Accos Clamps, Bulk Pack",Consumer
Office Supplies,"Smead Folders, Blue",Consumer
Office Supplies,"Fellowes Trays, Blue",Consumer
Office Supplies,"Avery Binder Covers, Clear",Consumer
Office Supplies,"Smead Shelving, Wire Frame",Consumer
Office Supplies,"Harbour Creations Removable Labels, 5000 Label Set",Corporate
Office Supplies,"Acco Binder, Economy",Corporate
Office Supplies,Xerox 1915,Corporate
Office Supplies,"Binney & Smith Pencil Sharpener, Easy-Erase",Home Office
Office Supplies,"Ibico Index Tab, Economy",Corporate
Office Supplies,"Kleencut Trimmer, Steel",Corporate
Office Supplies,"Eaton Cards & Envelopes, Recycled",Home Office
Office Supplies,"Smead Box, Industrial",Home Office
Office Supplies,"Fellowes Shelving, Single Width",Consumer
Office Supplies,"Binney & Smith Pens, Fluorescent",Consumer
Office Supplies,"Fellowes Lockers, Wire Frame",Consumer
Office Supplies,"Hon Color Coded Labels, 5000 Label Set",Consumer
Office Supplies,"Kleencut Ruler, High Speed",Consumer
Office Supplies,"Avery Removable Labels, 5000 Label Set",Corporate
Office Supplies,"OIC Thumb Tacks, Assorted Sizes",Corporate
Office Supplies,"Cuisinart Blender, Silver",Home Office
Office Supplies,"Fellowes Folders, Wire Frame",Consumer
Office Supplies,"GlobeWeis Business Envelopes, Security-Tint",Corporate
Office Supplies,"Avery 3-Hole Punch, Durable",Corporate
Office Supplies,"Cameo Business Envelopes, Security-Tint",Corporate
Office Supplies,"SanDisk Memo Slips, 8.5 x 11",Consumer
Office Supplies,"Kleencut Shears, Serrated",Consumer
Office Supplies,Wilson Jones Legal Size Ring Binders,Consumer
Office Supplies,"Avery Round Labels, Alphabetical",Consumer
Office Supplies,Bagged Rubber Bands,Consumer
Office Supplies,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Corporate
Office Supplies,GBC Binding covers,Corporate
Office Supplies,"Wilson Jones Index Tab, Economy",Home Office
Office Supplies,"Novimex Legal Exhibit Labels, Adjustable",Home Office
Office Supplies,"Wilson Jones Hole Reinforcements, Clear",Consumer
Office Supplies,"Stockwell Thumb Tacks, Bulk Pack",Corporate
Office Supplies,"Rogers Box, Single Width",Corporate
Office Supplies,"Kleencut Letter Opener, Easy Grip",Corporate
Office Supplies,"BIC Pencil Sharpener, Fluorescent",Home Office
Office Supplies,"Avery Binder Covers, Recycled",Home Office
Office Supplies,"Hon Legal Exhibit Labels, Alphabetical",Consumer
Office Supplies,"Fellowes Folders, Blue",Consumer
Office Supplies,"Harbour Creations Removable Labels, Adjustable",Home Office
Office Supplies,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Home Office
Office Supplies,"Ames Business Envelopes, Recycled",Corporate
Office Supplies,"Eaton Note Cards, 8.5 x 11",Corporate
Phone,"Sprint """"""Super Apology""""""",A caption-styled ad with curse words changed with pictures of the screaming goat and a donkey.[21]
Phone,"T-Mobile """"""#KimsDataStash""""""",Kim Kardashian asks viewers to help save the data from cell phone service packages so that she can be seen in action.[24][51][52]
Phone,"T-Mobile """"""One Upped""""""",Chelsea Handler and Sarah Silverman try to one-up each other when they use Wi-Fi calling.[53][54]
Phone,"T-Mobile """"""Drop The Balls""""""",In reference to his incorrect announcement of the winner of Miss Universe 2015 Steve Harvey apologizes for an error in a Verizon Wireless ad because T-Mobile had doubled the size of its LTE network in the past year.[67]
Phone,"T-Mobile """"""Restricted Bling""""""","Executives from a cellphone provider interrupt Drake filming his music video for ""Hotline Bling"", seeking ""improvements"" to its lyrics to reflect caveats and hidden fees.[68]"
Phone accessory,"Mophie """"""All-Powerless""""""",Weird things happen around the world because God's smartphone battery runs out.[21]
Potato chips,"Lay's""Dentures""","A teen drops a bag of Lay's chips. An elderly woman tries to get the chips, only to get knocked over by an elderly man's cane. The man grabs the bag, only to realize that the woman has his dentures. The teen comes back and takes the Lay's chips, and plants a kiss on the man."
Product type,Advertiser/Product,Title
Product type,Advertiser/Product Title,Plot/Notes
Product type,Advertiser/Product Title,Plot/Notes
Product type,Advertiser/Product Title,Plot/Notes[108][109][110]
Product type,Advertiser/product Title,Plot/Notes
PSA,"Truth ""Shards O'Glass""","An executive for a popsicle company, ""Shards O' Glass,"" provides disclaimers for their product - a popsicle with shards of glass in it, clearly unsafe and deadly - and posed the question, ""What if all companies sold products like tobacco?""[15]"
Restaurant,"McDonald's""Hopscotch""","Two kids are playing hopscotch while singing the McDonald's menu. Soon, the whole neighborhood joins in."
Restaurant,"McDonald's""Showdown""",Michael Jordan and Larry Bird play an outrageous game of Horse. The prize: A Big Mac.[5]
Restaurant,"McDonald's""Baby Swing""","Swinging in her baby swing to ""Rock-a-Bye Baby,"" a little girl. Swinging forward, she puts on a happy smile Swinging backwards, her face crumples in distress Swinging forward, her eyes light up again, swinging back tears form in her eyes, A reverse cut shows that the swing is facing a window When the swing comes forward the baby can see McDonald's golden arches When it swings back she can't. the Baby Swing ad has won the Grand Prix in the section Film Lions at the Cannes Lions International Advertising Festival with the Rolo ad ""Elephant"" in same year This ad was produced by Leo Burnett Worldwide."
Restaurant,"Pizza Hut""Elvis""","Five guys are hanging out. One says that Elvis is back, while one jokes that he's dancing over at Pizza hut. We cut to Pizza hut to find this rumor true, as he's come back from the dead for their new Edge Pizza."
Restaurant,"Pizza Hut""New Yorker""","Four different commercials are used to describe the new New Yorker pizza, two ads saying that New Yorkers have big mouths because of the big pizza:1. Fran Drescher says how everything's big in New York.2. Spike Lee constantly complains about things all over New York.3. An announcer says that the pizza's so big it has three zip codes.4. Donald Trump says that he has large things in New York, including his plans for the tallest skyscraper in New York and his name plastered all over the city."
Restaurant,"Denny's""Mafia""","Three mobsters are thinking about killing a guy, and they ask the waitress for more chocolate dumdiddles and swirly gumdrops on their pancakes. Part of the 'Serious Breakfast' campaign."
Restaurant,"McDonald's""Check This""","In a 2010 NBA interpretation of the 1993 Showdown commercial, NBA stars Dwight Howard and LeBron James play a slam dunk version of H-O-R-S-E, with the same prize as before. Larry Bird, who stated ""no dunking"" in the original Showdown with Michael Jordan, cashes in by eating the Big Mac and fries prize after Howard shatters the backboard."
Restaurant,"Buffalo Wild Wings """"""The Conspiracy""""""",Brett Favre learns what is responsible for all of his interceptions.[86]
Retail,"Groupon """"""Who Wouldn't""""""",Tiffany Haddish talks about how using Groupon supports local businesses.[153][115][154]
Security,"Master Lock""Rifle""","A man attempts to break a Master Lock with a rifle. He fails, but does put a bullet hole in the lock."
Security,"Master Lock""The Doubters",
Service,"No More """"""30 Second""""""",A woman places a call to 911 pretending to order a pizza but is actually calling for help from domestic abuse.[24]
Service,"Weight Watchers """"""All You Can Eat""""""","After being inundated with food ads, it is time to make plans.[21][55]"
Shoes,"Hilfiger""Have Some Fun""",A fancy woman agent is representing Michael Richards as the Hilfiger spokesman. We see Richards losing at basketball when he hits his head.
Shoes,"Skechers""Shape-Ups""","Three people, including Joe Montana, talk about how great Shape-Ups are."
Shoes,"Skechers """"""Hall""""""",Pete Rose talks about being in the Hall and walking in his Skechers shoes. It turns out the Hall is in his own house and he even is not supposed to be in there.[21]
Shoes,"Skechers """"""First Class for your Feet""""""",Howie Long gets a seat upgrade.[155][156]
Skincare products,"Dove+Men """"""Real Strength""""""",Video clips of kids of various ages calling out for their dads.[21][24][56][57]
Smart speaker,"Amazon Echo """"""Not Everything Makes the Cut""""""","A series of rejected ideas for Alexa-powered products are presented, including an electric toothbrush, a dog collar with bark recognition (which causes Harrison Ford's dog to repeatedly order dog food), hot tub (which triggers an extravagant water show when playing music), and space station (which causes an ""incident"" affecting electrical power worldwide).[20 ]"
Soft drink,"Coca-Cola""Hey Kid, Catch!""","A young kid tries to talk to ""Mean"" Joe Greene by the locker room after a game. Greene is his usual ""mean"" self until the kid insists Greene has his Coke. After Greene drinks the Coke, he ""sweetens"" up and offers the kid his jersey, saying, ""Hey, Kid...Catch."""
Soft Drink,"Pepsi""Cindy Crawford""",Two Boys see Cindy Crawford pulling up at a vending machine drinking a can of Pepsi.
Soft drink,"Pepsi""Darth Vader""","While watching Star Wars, a little kid is sucking on the straw of his Pepsi too loud, so Darth Vader uses the force to crush his Pepsi. An usher stands up for the kid, and soon has a giant lightsaber battle with Vader."
Soft drink,"Pepsi""Mosquito""","A CGI fly sucks on a drop of Pepsi. He then grows lips and a mouth, and proceeds to sing The Rolling Stone's ""Brown Sugar"", but is later crushed by a Pepsi can. One version has a red-headed teenage boy, while a different version was released with a young Ricky Martin."
Soft drink,"Pepsi""Goose""","A man does aerial tricks with a goose, and they share a Pepsi afterward."
Soft drink,"Pepsi""The Best Pepsi Ad Ever""",The winner of the online poll for the best Pepsi commercial that aired during the Super Bowl is announced. The winning commercial is played: the 1992 Cindy Crawford commercial.
Soft drink,"Pepsi""Bob Dole""","Bob Dole does a spoof on his erectile dysfunction commercials by using Pepsi as the product. Pepsi helps him feel young again, as he does a backflip.Cast: Bob Dole, Eric Stonestreet."
Soft drink,"Pepsi""Rollercoaster""","A man brings a full cup of Pepsi on a rollercoaster. Somehow, he manages to spill none of it on the ride. Later, an attractive woman asks him for the time, and he spills the Pepsi on his shirt."
Soft drink,"Pepsi""Now and Then""[14]","Britney Spears promotes the Pepsi generation in the years 1958, 1963, 1966, 1970, 1989, and the present day.Director: Joe Pytka; Cast: Britney Spears."
Soft drink,"Pepsi""The Joy of Pepsi""","Britney Spears sings an updated version of ""The Joy of Pepsi"" jingle (which was first introduced in 1999). A 90-second music video was made into a commercial, which aired during the Super Bowl.[14]"
Soft drink,"Pepsi""Bear's Disguise""","When two grizzly bears rob a cottage, they find no Pepsi anywhere. One of the bears steals the resident's ID and disguises himself as the person. Then, he buys Pepsi at a convenience store."
Soft drink,"Pepsi""Hendrix""","In Seattle, 1953, a young Jimi Hendrix walks down a city sidewalk. When he sees a Pepsi machine and Coke machine, he chooses the Pepsi machine. At the machine, he sees a Fender Telecaster electric guitar in a pawn shop. If he had gone to the Coke machine, he would have bought an accordion. The screen then says, ""Whew...that was a close one."" In the background, Hendrix's ""Purple Haze"" is playing; at first as the original recording, then on accordion."
Soft drink,"Diet Pepsi""The Diet Pepsi Truck""","P. Diddy is late for an awards show, so he hitches a ride on a Diet Pepsi truck. After the arrival, everyone starts driving Diet Pepsi trucks, being the next big thing."
Soft drink,"Coca-Cola""It's Mine""","At the Macy's Thanksgiving Day Parade, the Underdog and Stewie Griffin balloons chase after a Coke balloon, with New Yorkers watching from many places. But instead, Charlie Brown triumphantly catches the Coke."
Soft drink,"SoBe""Thriller""",Naomi Campbell and lizards do the famous Thriller dance.
Soft drink,"Pepsi""Forever Young""","A look through two generations, all to the Bob Dylan song ""Forever Young"" and its cover by will.i.am."
Soft drink,"Pepsi""I'm Good""","Many men drinking Pepsi Max get hurt, then say ""I'm Good""."
Soft drink,"Pepsi""PepSuber""","MacGruber changes his name to PepSuber.Cast: Will Forte, Kristen Wiig, Richard Dean Anderson"
Soft drink,"Coca-Cola""Africa""","A sleepwalking man walks in a forest of Africa, eventually reaching a refrigerator with a Coke bottle."
Soft drink,"Coca-Cola""The Simpsons""","Mr. Burns goes bankrupt and loses everything. While in a walk in the park, he sees people enjoying his things and Coke bottles. Apu notices that Burns is sad, and gives him a Coke since he was carrying two armfuls of Coke. Milhouse is standing in a makeshift kite and bumps into the Coca-Cola logo. He says ""Ah Sorry Coke!"" while the theme tune plays."
Soft drink,"Pepsi""Love Hurts""","A wife keeps putting down her husband's spirits. When the husband thinks his wife will be mad that he is drinking PepsiMax, she too is drinking PepsiMax. When the man then spots a hot jogger, the woman accidentally knocks out the woman with her can."
Soft drink,"Pepsi""The King's Court""","People in the Middles Ages try to entertain their king (Elton John) for a Pepsi. While the first person fails, a mysterious person (Season 1 X Factor winner Melanie Amaro) wins the Pepsi by singing Aretha Franklin's ""Respect""."" After she wins, she overthrows the king and gives Pepsi to all the town.Cast: Elton John, Melanie Amaro, Flavor Flav"
Soft drink,Coca-Cola,It's Beautiful
Soft Drink,"Coca-Cola """"""Make It Happy""""""",A spill of the drink in a data center causes Internet bullying messages to transform into positive messages.[21][24]
Soft drink,"Mountain Dew Kickstart """"""Puppymonkeybaby""""""","As a parallel to Mountain Dew Kickstart being a combination of three ""awesome"" things, a hybrid of a puppy, monkey, and baby is presented as another.[70]"
Soft drink,"Coca-Cola """"""The Wonder of Us""""""",People of various cultures read lines from a poem about a Coke for them.[118]
Soft drink,"Diet Coke """"""Groove""""""","Actress Hayley Magnus tries the Diet Coke Twisted Mango flavor, and can't help dancing afterwards.[112][157]"
Soft drink,"Pepsi """"""This Is the Pepsi""""""","Jimmy Fallon narrates about some of the celebrities who have appeared in Pepsi commercials, with footage of Britney Spears and Michael Jackson. Cindy Crawford re-creates her Pepsi drinking moment, and her teenage son Presley Gerber appears. Kyrie Irving appears as Uncle Drew, and Jeff Gordon also appears.[118][158] This was the lead-in commercial to the halftime show."
Software,"TurboTax """"""Boston Tea Party""""""",The British work a deal to call off the American Revolution by stating that filing taxes would be free.[58]
Sports,"NFL""Anthony""",A kid named Anthony is said to play in the NFL.
Sports,"WWF""HQ""","Famous wrestlers, including Stone Cold Steve Austin and The Rock, discuss how not violent it is at the WWF World Headquarters. Wherever the wrestlers were walking around, everyone's beating each other up.[10][11] An uncensored version was also released."
Sports,"NFL """"""Super Bowl Babies Choir""""""","A group of ""Super Bowl Babies"", who were all born within nine months of a Super Bowl having been won in their hometown, sing a football-themed version of Seal's ""Kiss from a Rose"".[71][72]"
Sports,"2018 Winter Olympics (NBC) """"""Best of U.S.: Lindsey Vonn""""""","Skier Lindsey Vonn prepares for the 2018 Winter Olympics. Other ads for Chloe Kim Mikaela Shiffrin, Nathan Chen and Shaun White were prepared.[159][160] Shaun White's ad was the first ad played after the game ended."
Sports,2018 Winter Olympics (NBC) N/A A number of promotions by NBC for their Olympic coverage.,
Sports,"NFL """"""Touchdown Celebrations to Come""""""","After multiple teaser ads, Eli Manning and Odell Beckham Jr. re-create an iconic scene from Dirty Dancing.[112][127]"
Sports,"NFL """"""Next Season Starts Now""""""","Featuring Jalen Ramsey, Marquette King, Devonta Freeman, Jared Goff, Stefon Diggs and Travis Kelce. Also stars NBA player Nick Young, who at the time was playing for the Golden State Warriors. [161]"
Sports,"2018 FIFA World Cup (Telemundo) """"""Telemundo ya prepara su mejor grito gol para Rusia 2018""""""",Andr̩s Cantor lets out his signature goal call over footage from previous FIFA World Cups ending with a mic drop.[162]
Store,"Best Buy""Upgrades""","Ozzy Osbourne tries to shoot a Best Buy commercial for 4G phones, but the G keeps getting upgraded. Pretty soon, Osbourne is replaced by Justin Bieber.Cast: Ozzy Osbourne, Justin Bieber, Sharon Osbourne, Jack Osbourne"
Store,"Best Buy""Phone Innovators""","An ad featuring the creators of the cameraphone, Siri, and the first text message. The creators of Words with Friends also appear parodying the incident involving Alec Baldwin playing the game on an airplane."
Store,RadioShack,"""The '80s Called"""
Store,"Walmart Grocery Pickup """"""Famous Cars""""""",A number of iconic vehicles from film and television visit a Walmart store to use its Grocery Pickup service. This ad originally premiered during the 20 9 Golden Globe Awards.[205][206][207]
Tax preparation,"TurboTax """"""Humpty Hospital""""""","Hospitalized after falling off a wall whilst doing his taxes (an event whose aftermath was seen in a prequel ad aired during the AFC Championship Game), Humpty Dumpty asks questions to a TurboTax advisor using its mobile app.[95][96]"
Tax preparation,"Intuit """"""Giant Skip Ad""""""","A brief ad that discusses how people don't like to watch ads and want to skip it. Shows the characters from their CG-animated full short film ""A Giant Story"" which was posted in advance.[118][112][163]"
Tax preparation,"TurboTax """"""The Noise in the Attic""""""",A sheeted ghost in the attic approaches an open laptop where a representative talks about their tax software program.[112]
Tax preparation,"TurboTax """"""The Thing Under the Bed""""""",Features CG-animated boogeyman talking about how easy it is to answer the questions in the software program.[112]
Technology,OlympusLet Your Pictures Groove,"Olympus has created two commercials for this weekend's Super Bowl XXXIX broadcast that are high-energy odysseys of music, photography and dance. The spots - which promote Olympus m:robe 500, the first digital music player that takes pictures - feature funky electronica music, cool Poplockin' dance techniques and dazzling special effects.[neutrality is disputed][citation needed]"
Technology,"Microsoft """"""Braylon O'Neill""""""",A boy with two prosthetic legs is able to play sports and have a life.[21]
Technology,"Intel """"""Brady Everyday""""""",Tom Brady's personal life is presented with 360-degree instant replay technology.[97]
Technology,"Amazon Echo """"""Alexa Loses Her Voice""""""","When Alexa loses her voice, Amazon representatives tell their CEO Jeff Bezos that they have replacement voices ready, which turn out to be celebrities such as Gordon Ramsay, Cardi B, Rebel Wilson and others.[164][165]"
Technology,"Okidata Inkjet, Wireless",Consumer
Technology,"Nokia Headset, VoIP",Consumer
Technology,"Belkin Numeric Keypad, Bluetooth",Consumer
Technology,"Hewlett Wireless Fax, Laser",Consumer
Technology,"Hewlett Fax and Copier, Laser",Home Office
Technology,"Memorex Mouse, USB",Home Office
Technology,"Enermax Keyboard, Bluetooth",Corporate
Technology,"Sharp Ink, Laser",Corporate
Technology,"Logitech Flash Drive, Erganomic",Corporate
Technology,"Logitech Router, Programmable",Consumer
Technology,"Panasonic Card Printer, White",Consumer
Technology,"Panasonic Phone, Wireless",Consumer
Technology,"HP Fax and Copier, Color",Corporate
Technology,GE 30524EE4,Home Office
Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,Home Office
Technology,"Panasonic Inkjet, White",Home Office
Technology,"Motorola Signal Booster, Full Size",Corporate
Technology,"Belkin Numeric Keypad, USB",Consumer
Technology,"Apple Headset, Full Size",Consumer
Technology,"Canon Ink, Laser",Corporate
Technology,"Epson Phone, Red",Corporate
Technology,"StarTech Calculator, Red",Corporate
Technology,"Nokia Smart Phone, with Caller ID",Consumer
Technology,Memorex Micro Travel Drive 8 GB,Consumer
Technology,"Sharp Wireless Fax, Digital",Consumer
Technology,"Apple Headset, VoIP",Consumer
Technology,"Sharp Wireless Fax, Color",Home Office
Technology,"Apple Audio Dock, VoIP",Consumer
Technology,"Logitech Router, USB",Corporate
Technology,"Hewlett Fax and Copier, Laser",Corporate
Technology,"Epson Printer, White",Corporate
Technology,"StarTech Inkjet, Wireless",Consumer
Technology,"HP Fax Machine, Laser",Consumer
Technology,Plantronics S12 Corded Telephone Headset System,Corporate
Technology,"StarTech Card Printer, White",Home Office
Technology,"Apple Headset, with Caller ID",Home Office
Technology,"Hewlett Copy Machine, Laser",Corporate
Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer
Technology,AT&T 841000 Phone,Consumer
Technology,"Hewlett Fax and Copier, Laser",Corporate
Technology,"Belkin Mouse, USB",Consumer
Technology,"Brother Ink, Laser",Corporate
Technology,"SanDisk Flash Drive, Bluetooth",Corporate
Technology,"Okidata Printer, Wireless",Corporate
Technology,"Memorex Router, Programmable",Consumer
Technology,"Apple Signal Booster, VoIP",Consumer
Technology,"Cisco Signal Booster, with Caller ID",Consumer
Technology,Apple iPhone 5C,Consumer
Technology,"Samsung Headset, Cordless",Corporate
Technology,"SanDisk Keyboard, USB",Corporate
Technology,"Cisco Smart Phone, Full Size",Corporate
Technology,"SanDisk Flash Drive, Programmable",Consumer
Technology,"Sharp Fax Machine, Laser",Corporate
Technology,"Panasonic Phone, Red",Consumer
Technology,"Enermax Router, Erganomic",Home Office
Technology,"Memorex Flash Drive, Bluetooth",Consumer
Technology,"Hewlett Wireless Fax, Laser",Corporate
Technology,"HP Personal Copier, Laser",Consumer
Technology,"Konica Inkjet, White",Consumer
